"id","kode_kbli","nama_kbli","keterangan","versi","created_at","created_by_id","rejected_at","rejected_by_id","status","updated_at","verified_at","verified_by_id"
"3199","66197.0","LEMBAGA KLIRING DAN PENJAMINAN BERJANGKA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3200","66198.0","PENGELOLA SENTRA DANA BERJANGKA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3201","66199.0","AKTIVITAS PENUNJANG JASA KEUANGAN LAINNYA  YTDL","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3202","662.0","AKTIVITAS PENUNJANG ASURANSI DAN DANA PENSIUN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3203","6621.0","AKTIVITAS PENILAIAN RISIKO DAN KERUGIAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3204","66210.0","AKTIVITAS PENILAIAN RISIKO DAN KERUGIAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3205","6622.0","AKTIVITAS AGEN, BROKER DAN PIALANG ASURANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3206","66221.0","AKTIVITAS AGEN ASURANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3207","66222.0","AKTIVITAS BROKER ASURANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3208","66223.0","AKTIVITAS BROKER REASURANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3209","66224.0","AKTIVITAS PIALANG ASURANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3210","66225.0","AKTIVITAS PIALANG REASURANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3211","6629.0","AKTIVITAS PENUNJANG LAINNYA UNTUK ASURANSI DAN DANA PENSIUN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3212","66292.0","AKTIVITAS PENUNJANG ASURANSI DAN DANA PENSIUN LAINNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3213","663.0","AKTIVITAS MANAJEMEN DANA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3214","6630.0","AKTIVITAS MANAJEMEN DANA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3215","66300.0","AKTIVITAS MANAJEMEN DANA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3216","6811.0","REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3217","6812.0","KAWASAN PARIWISATA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3218","6813.0","KAWASAN INDUSTRI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3219","68130.0","KAWASAN INDUSTRI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3220","69.0","AKTIVITAS HUKUM DAN AKUNTANSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3221","691.0","AKTIVITAS HUKUM","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3222","6910.0","AKTIVITAS HUKUM","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3223","69101.0","AKTIVITAS PENGACARA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3224","69102.0","AKTIVITAS KONSULTAN HUKUM","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3225","69103.0","AKTIVITAS KONSULTAN KEKAYAAN INTELEKTUAL","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3226","69104.0","AKTIVITAS NOTARIS DAN PEJABAT PEMBUAT AKTA TANAH","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3227","69109.0","AKTIVITAS HUKUM LAINNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3228","692.0","AKTIVITAS AKUNTANSI, PEMBUKUAN DAN PEMERIKSA; KONSULTASI PAJAK","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3229","6920.0","AKTIVITAS AKUNTANSI, PEMBUKUAN DAN PEMERIKSA; KONSULTASI PAJAK","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3230","69201.0","AKTIVITAS AKUNTANSI, PEMBUKUAN DAN PEMERIKSA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3231","69202.0","AKTIVITAS KONSULTASI PAJAK","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3232","70.0","AKTIVITAS KANTOR PUSAT DAN KONSULTASI MANAJEMEN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3233","701.0","AKTIVITAS KANTOR PUSAT","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3234","7010.0","AKTIVITAS KANTOR PUSAT","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3235","70100.0","AKTIVITAS KANTOR PUSAT","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3236","702.0","AKTIVITAS KONSULTASI MANAJEMEN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3237","7020.0","AKTIVITAS KONSULTASI MANAJEMEN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3238","70201.0","AKTIVITAS KONSULTASI PARIWISATA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3239","70202.0","AKTIVITAS KONSULTASI TRANSPORTASI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3240","70203.0","AKTIVITAS KEHUMASAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3241","70204.0","AKTIVITAS KONSULTASI INVESTASI DAN PERDAGANGAN BERJANGKA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3242","70209.0","AKTIVITAS KONSULTASI MANAJEMEN LAINNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3243","71.0","AKTIVITAS ARSITEKTUR DAN KEINSINYURAN; ANALISIS DAN UJI TEKNIS","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3244","711.0","AKTIVITAS ARSITEKTUR DAN KEINSINYURAN SERTA KONSULTASI TEKNIS YBDI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3245","7110.0","AKTIVITAS ARSITEKTUR DAN KEINSINYURAN SERTA KONSULTASI TEKNIS YBDI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3246","71101.0","AKTIVITAS ARSITEKTUR","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3247","71102.0","AKTIVITAS KEINSINYURAN DAN KONSULTASI TEKNIS YBDI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3248","71203.0","JASA INSPEKSI PERIODIK","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3249","71204.0","JASA INSPEKSI TEKNIK INSTALASI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3250","71205.0","JASA KALIBRASI/METROLOGI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3251","71209.0","ANALISIS DAN UJI TEKNIS LAINNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3252","72101.0","PENELITIAN DAN PENGEMBANGAN ILMU PENGETAHUAN ALAM","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3253","72102.0","PENELITIAN DAN PENGEMBANGAN TEKNOLOGI DAN REKAYASA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3254","72103.0","PENELITIAN DAN PENGEMBANGAN ILMU KEDOKTERAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3255","72104.0","PENELITIAN DAN PENGEMBANGAN BIOTEKNOLOGI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3256","72105.0","PENELITIAN DAN PENGEMBANGAN ILMU PERTANIAN DAN PETERNAKAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3257","72106.0","PENELITIAN DAN PENGEMBANGAN ILMU PERIKANAN DAN KELAUTAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3258","72109.0","PENELITIAN DAN PENGEMBANGAN ILMU PENGETAHUAN ALAM DAN TEKNOLOGI REKAYASA LAINNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3259","72202.0","PENELITIAN DAN PENGEMBANGAN LINGUISTIK DAN SASTRA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3260","72203.0","PENELITIAN DAN PENGEMBANGAN AGAMA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3261","72204.0","PENELITIAN DAN PENGEMBANGAN SENI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3262","72205.0","PENELITIAN DAN PENGEMBANGAN PSIKOLOGI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3263","72206.0","PENELITIAN DAN PENGEMBANGAN SEJARAH","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3264","72209.0","PENELITIAN DAN PENGEMBANGAN ILMU PENGETAHUAN SOSIAL DAN HUMANIORA LAINNYA.","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3265","73201.0","PENELITIAN PASAR","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3266","73202.0","JAJAK PENDAPAT MASYARAKAT","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3267","74.0","AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3268","741.0","AKTIVITAS PERANCANGAN KHUSUS","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3269","7410.0","AKTIVITAS PERANCANGAN KHUSUS","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3270","74100.0","AKTIVITAS PERANCANGAN KHUSUS","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3271","742.0","AKTIVITAS FOTOGRAFI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3272","7420.0","AKTIVITAS FOTOGRAFI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3273","74201.0","AKTIVITAS FOTOGRAFI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3274","74202.0","AKTIVITAS ANGKUTAN UDARA KHUSUS PEMOTRETAN, SURVEI DAN PEMETAAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3275","749.0","AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA YTDL","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3276","7490.0","AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA YTDL","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3277","74901.0","AKTIVITAS PENERJEMAH ATAU INTERPRETER","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3278","74902.0","AKTIVITAS KONSULTASI BISNIS DAN BROKER BISNIS","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3279","74909.0","AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA YTDL","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3280","75.0","AKTIVITAS KESEHATAN HEWAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3281","750.0","AKTIVITAS KESEHATAN HEWAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3282","7500.0","AKTIVITAS KESEHATAN HEWAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3283","75000.0","AKTIVITAS KESEHATAN HEWAN","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3284","77.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3285","771.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MOBIL, BUS, TRUK DAN SEJENISNYA","","KBLI 2015","11/29/2016 08:20:00","","","","6","11/29/2016 08:20:00","",""
"3286","7710.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MOBIL, BUS, TRUK DAN SEJENISNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3287","77100.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MOBIL, BUS, TRUK DAN SEJENISNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3288","772.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG PRIBADI DAN RUMAH TANGGA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3289","7721.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT REKREASI DAN OLAHRAGA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3290","77210.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT REKREASI DAN OLAHRAGA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3291","7722.0","AKTIVITAS PENYEWAAN KASET VIDEO, CD, VCD/DVD DAN SEJENISNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3292","77220.0","AKTIVITAS PENYEWAAN KASET VIDEO, CD, VCD/DVD DAN SEJENISNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3293","7729.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG PRIBADI DAN RUMAH TANGGA LAIN YTDL","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3294","77291.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT PESTA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3295","77292.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG KEPERLUAN RUMAH TANGGA DAN PRIBADI","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3296","77293.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG HASIL PENCETAKAN DAN PENERBITAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3297","77294.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BUNGA DAN TANAMAN HIAS","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3298","77295.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT  MUSIK","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3299","77299.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG KEPERLUAN RUMAH TANGGA DAN PRIBADI LAINNYA YTDL","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3300","773.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN, PERALATAN DAN BARANG BERWUJUD LAINNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3301","7730.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN, PERALATAN DAN BARANG BERWUJUD LAINNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3302","77301.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN DAN PERALATAN INDUSTRI","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3303","77302.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI DARAT BUKAN KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3304","77303.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI AIR","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3305","77304.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI UDARA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3306","77305.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN PERTANIAN DAN PERALATANNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3307","77306.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN DAN PERALATAN KONSTRUKSI DAN TEKNIK SIPIL","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3308","77307.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN KANTOR DAN PERALATANNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3309","77309.0","AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN, PERALATAN DAN BARANG BERWUJUD LAINNYA  YTDL","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3310","78.0","AKTIVITAS KETENAGAKERJAAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3311","781.0","AKTIVITAS PENEMPATAN TENAGA KERJA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3312","7810.0","AKTIVITAS PENEMPATAN TENAGA KERJA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3313","78101.0","AKTIVITAS PENYELEKSIAN DAN PENEMPATAN TENAGA KERJA DALAM NEGERI","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3314","78102.0","AKTIVITAS PENYELEKSIAN DAN PENEMPATAN TENAGA KERJA LUAR NEGERI","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3315","782.0","AKTIVITAS PENYEDIAAN TENAGA KERJA WAKTU TERTENTU","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3316","7820.0","AKTIVITAS PENYEDIAAN TENAGA KERJA WAKTU TERTENTU","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3317","78200.0","AKTIVITAS PENYEDIAAN TENAGA KERJA WAKTU TERTENTU","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3318","783.0","PENYEDIAAN SUMBER DAYA MANUSIA DAN MANAJEMEN FUNGSI SUMBER DAYA MANUSIA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3319","7830.0","PENYEDIAAN SUMBER DAYA MANUSIA DAN MANAJEMEN FUNGSI SUMBER DAYA MANUSIA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3320","78300.0","PENYEDIAAN SUMBER DAYA MANUSIA DAN MANAJEMEN FUNGSI SUMBER DAYA MANUSIA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3321","79.0","AKTIVITAS AGEN PERJALANAN, PENYELENGGARA TUR DAN JASA RESERVASI LAINNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3322","791.0","AKTIVITAS AGEN PERJALANAN DAN PENYELENGGARA TUR","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3323","7911.0","AKTIVITAS AGEN PERJALANAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3324","79111.0","AKTIVITAS AGEN PERJALANAN WISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3325","79112.0","AKTIVITAS AGEN PERJALANAN BUKAN WISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3326","7912.0","AKTIVITAS BIRO PERJALANAN WISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3327","79120.0","AKTIVITAS BIRO PERJALANAN WISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3328","799.0","JASA RESERVASI LAINNYA DAN KEGIATAN YBDI","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3329","7991.0","JASA INFORMASI PARIWISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3330","79911.0","JASA INFORMASI PARIWISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3331","79912.0","JASA INFORMASI WISATA ALAM","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3332","7992.0","JASA PRAMUWISATA DAN INTERPRETER WISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3333","79921.0","JASA PRAMUWISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3334","79922.0","JASA INTERPRETER WISATA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3335","7999.0","JASA RESERVASI LAINNYA YBDI YTDL","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3336","80.0","AKTIVITAS KEAMANAN DAN PENYELIDIKAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3337","801.0","AKTIVITAS KEAMANAN SWASTA (PRIBADI)","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3338","8010.0","AKTIVITAS KEAMANAN SWASTA (PRIBADI)","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3339","80100.0","AKTIVITAS KEAMANAN SWASTA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3340","802.0","AKTIVITAS JASA SISTEM KEAMANAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3341","8020.0","AKTIVITAS JASA SISTEM KEAMANAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3342","80200.0","AKTIVITAS JASA SISTEM KEAMANAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3343","803.0","AKTIVITAS PENYELIDIKAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3344","8030.0","AKTIVITAS PENYELIDIKAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3345","80300.0","AKTIVITAS PENYELIDIKAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3346","81.0","AKTIVITAS PENYEDIA JASA UNTUK GEDUNG DAN PERTAMANAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3347","8107.0","PENGGALIAN TRAS","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3348","8108.0","PENGGALIAN BATU APUNG","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3349","8109.0","PENGGALIAN BATU, PASIR DAN TANAH LIAT LAINNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3350","811.0","AKTIVITAS PENYEDIA GABUNGAN JASA PENUNJANG FASILITAS","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3351","8110.0","AKTIVITAS PENYEDIA GABUNGAN JASA PENUNJANG FASILITAS","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3352","81100.0","AKTIVITAS PENYEDIA GABUNGAN JASA PENUNJANG FASILITAS","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3353","812.0","AKTIVITAS KEBERSIHAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3354","8121.0","AKTIVITAS KEBERSIHAN UMUM BANGUNAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3355","81210.0","AKTIVITAS KEBERSIHAN UMUM BANGUNAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3356","8129.0","AKTIVITAS KEBERSIHAN BANGUNAN DAN INDUSTRI LAINNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3357","81290.0","AKTIVITAS KEBERSIHAN BANGUNAN DAN INDUSTRI LAINNYA","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
"3358","813.0","AKTIVITAS JASA PERAWATAN DAN PEMELIHARAAN TAMAN","","KBLI 2015","11/29/2016 08:20:01","","","","6","11/29/2016 08:20:01","",""
